"URI (segment de base http://data.archives-nationales.culture.gouv.fr/","Identifiant de l’agent dans le référentiel FRAN_RI_012 du SI des Archives nationales","Nom de la classe RiC-O d’appartenance","Forme privilégiée du nom de l’agent","Autres formes du nom de l’agent","Date de naissance (rico:birthDate)","Date de décès (rico:deathDate)","Histoire de l’agent (rico:history)","Identifiant ISNI","Identifiant Wikidata","Notice Wikipédia","Identifiant de l’agent dans le référentiel des producteurs des Archives nationales","URI BnF"
"agent/FRAN_RI_012-d699mu2alqo-1rp9fyle5ajor","d699mu2alqo-1rp9fyle5ajor","Person","Christian IV (roi de Danemark , 1577-1648)",,,,,,,,,
"agent/FRAN_RI_012-d699mu32cux-1adll9ck3a5vj","d699mu32cux-1adll9ck3a5vj","Person","Christine de France (duchesse de Savoie , 1606-1663)",,,,,,,,,
"agent/FRAN_RI_012-d-6mh6821au-1wrue0xw0bia6","d-6mh6821au-1wrue0xw0bia6","Person","Citroën, André (1878-1935)",,"1878-05-05","1935-07-03","Industriel et ingénieur.",,,,,
"agent/FRAN_RI_012-d-6bius07e6--1uxb2x3rafkhc","d-6bius07e6--1uxb2x3rafkhc","Person","Clairin, Georges (1843-1919)",,"1843-09-11","1919-09-02","Peintre et illustrateur.",,,,,
"agent/FRAN_RI_012-d-dv4qvveg8--1g0uk6ckjqcz2","d-dv4qvveg8--1g0uk6ckjqcz2","Person","Claix",,,,"Architecte voyer de Gap. A œuvré à la restauration de la cathédrale de Gap.",,,,,
"agent/FRAN_RI_012-d699mu5ysfe-iff75p55u9ga","d699mu5ysfe-iff75p55u9ga","Person","Clarke, Henri (1765-1818)",,,,,,,,"050768",
"agent/FRAN_RI_012-d699mu1ojfr--c8cstc0o99vp","d699mu1ojfr--c8cstc0o99vp","Person","Claude de France (duchesse de Lorraine , 1547-1575)",,,,,,,,,
"agent/FRAN_RI_012-d699mu2rux6--10c4u0e53sgzj","d699mu2rux6--10c4u0e53sgzj","Person","Claudius-Petit, Eugène (1907-1989)",,,,,,,,"050349",
"agent/FRAN_RI_012-d699mu23ls6--nmatmhda0miw","d699mu23ls6--nmatmhda0miw","Person","Clément, Pascal (1945-....)","Clément-Fromentel, Pascal (1945-....)",,,,,,,,
"agent/FRAN_RI_012-d3m0bn34thd--1v0wwgy0uir37","d3m0bn34thd--1v0wwgy0uir37","Person","Clément IX (pape , 1600-1669)",,,,,,,,,
"agent/FRAN_RI_012-d3m0bn3uou1-19zoqv7k2ndbp","d3m0bn3uou1-19zoqv7k2ndbp","Person","Clément VIII (pape , 1536-1605)",,,,,,,,,
"agent/FRAN_RI_012-d699mu64g1z--qx533fo5x8zl","d699mu64g1z--qx533fo5x8zl","Person","Clérambault, Philippe de (1606-1665)",,,,,,,,,
"agent/FRAN_RI_012-d699mu6bcg4-hak6qyzj4fe1","d699mu6bcg4-hak6qyzj4fe1","Person","Clérambault de Vandeuil, Albert François (16..-1712)",,,,,,,,,
"agent/FRAN_RI_012-d699mu0hevr--au2etll93095","d699mu0hevr--au2etll93095","Person","Clérisseau, Charles-Louis (1721-1820)",,,,,,,,,
"agent/FRAN_RI_012-d699mu3kq1v-4yinypkdcm1u","d699mu3kq1v-4yinypkdcm1u","Person","Clermont, Louis de Bourbon-Condé (1709-1771 , comte de)",,,,,,,,,
"agent/FRAN_RI_012-d699mu19gp3--cusad9h2a0hq","d699mu19gp3--cusad9h2a0hq","Person","Clermont-Gallerande, Armand Henri de (1688-177.)",,,,,,,,,
"agent/FRAN_RI_012-d699mu0ujwd-1pe983qapbxnn","d699mu0ujwd-1pe983qapbxnn","Person","Clermont-Tonnerre, Charles Gaspard de (1747-1794)",,,,,,,,,
"agent/FRAN_RI_012-d699mu4dt3t-o7zsuffx1o4v","d699mu4dt3t-o7zsuffx1o4v","Person","Cleutin, Henri (1510-1566)",,,,,,,,,
"agent/FRAN_RI_012-d699mtz90de--1ojdisayj1ugi","d699mtz90de--1ojdisayj1ugi","Person","Clicquot, Barbe Nicole (1777-1866)",,,,,,,,,
"agent/FRAN_RI_012-d699mu66sfq--10yi1ys53l4np","d699mu66sfq--10yi1ys53l4np","Person","Clinchamp, Michel de (16..-1706)",,,,,,,,,
"agent/FRAN_RI_012-d-dv4qvvqis--k9ruwd33kz77","d-dv4qvvqis--k9ruwd33kz77","Person","Clouet, Louis (1813-....)",,"1813-12-09",,"Né le 12/09/1813 à Fécamp. Architecte diocésain. A œuvré à la restauration de la cathédrale d'Orléans.",,"Q26202646",,,
"agent/FRAN_RI_012-d699mtzlx2i-iovjwlv6mshh","d699mtzlx2i-iovjwlv6mshh","Person","Cobenzl, Eléonore de (....-1771 ?)",,,,,,,,,
"agent/FRAN_RI_012-d699mu5aej9--1w6c44ju49yo5","d699mu5aej9--1w6c44ju49yo5","Person","Cochet, Yves (1946-....)",,,,,,,,,
"agent/FRAN_RI_012-d699mu439z9--iahm7lexsk3y","d699mu439z9--iahm7lexsk3y","Person","Cocteau, Jean (1889-1963)",,,,,,,,,
"agent/FRAN_RI_012-d699mu64upn--1s64jsv58amrk","d699mu64upn--1s64jsv58amrk","Person","Codaccioni, Colette (1942-....)",,,,,,,,,
"agent/FRAN_RI_012-d-6r6whv3em6a-1abayi69uaxjh","d-6r6whv3em6a-1abayi69uaxjh","Person","Cofflard, Victoire Elise",,,,,,,,,
"agent/FRAN_RI_012-d-pcqvkm2s--1552kro37xe1p","d-pcqvkm2s--1552kro37xe1p","Person","Cognacq, Ernest (1839-1928)","Cognacq, Théodore Ernest (1839-1928)","1839-10-02","1928-02-21","Négociant, fondateur du magasin de la Samaritaine à Paris, philanthrope.",,,,,
"agent/FRAN_RI_012-d-6a1o83tnh-1j3bufa8lfaq1","d-6a1o83tnh-1j3bufa8lfaq1","Person","Cognacq, Gabriel (1880-1951)",,"1880-10-09","1951-06-07","Docteur en droit (Paris, 1905). Négociant, successeur d'Ernest Cognacq comme directeur des magasins de La Samaritaine (Paris). Membre de l'Académie des beaux-arts.",,,,,
"agent/FRAN_RI_012-d699mu2krsk--flbuuk077t07","d699mu2krsk--flbuuk077t07","Person","Coignet de Courson, Pierre Jules de (17.. ?-1774 ?)",,,,,,,,,
"agent/FRAN_RI_012-d699mu64kt4--f3teqmmtgujl","d699mu64kt4--f3teqmmtgujl","Person","Cointat, Michel (1921-....)",,,,,,,,,
"agent/FRAN_RI_012-d-dv4qvvyfz-19m73fk67on99","d-dv4qvvyfz-19m73fk67on99","Person","Coisel, Alfred (1839-1883)",,"1839-12-10","1883-01-01","Né le 12/10/1839 à Paris. Décédé en 1883. Architecte diocésain. A œuvré à la restauration de la cathédrale de Rennes.",,"Q26202568",,,
"agent/FRAN_RI_012-d699mu1gb3x--hyv75drsvznd","d699mu1gb3x--hyv75drsvznd","Person","Coislin, Armand Du Cambout (1635-1702 , duc de)",,,,,,,,,
"agent/FRAN_RI_012-d699mtzdf8e-1k6pyg2fhfn00","d699mtzdf8e-1k6pyg2fhfn00","Person","Coislin, Pierre Du Cambout de (1636-1706)",,,,,,,,,
"agent/FRAN_RI_012-d699mu3bsrj-8s66bhma7nm7","d699mu3bsrj-8s66bhma7nm7","Person","Colbert, Edouard (16..-1699)",,,,,,,,,
"agent/FRAN_RI_012-d699mu2q0d6--7cft7m2q4mkf","d699mu2q0d6--7cft7m2q4mkf","Person","Colbert, Jean-Baptiste (1619-1683)",,,,,,,,,
"agent/FRAN_RI_012-d699mu0p27q--1srm65v6hn282","d699mu0p27q--1srm65v6hn282","Person","Colbert de Seignelay, Louis Jean-Baptiste Antonin (1731-1813)",,,,,,,,,
"agent/FRAN_RI_012-d699mu1r5bt--1r1bul6ovs67o","d699mu1r5bt--1r1bul6ovs67o","Person","Coli, François (1881-1927)",,,,,,,,,
"agent/FRAN_RI_012-d699mu4b3ne--1smslwe5zc24h","d699mu4b3ne--1smslwe5zc24h","Person","Coligny, Isabelle de (1639 ?-1693)",,,,,,,,,
"agent/FRAN_RI_012-d699mu5wkei-1sxm9poqnupci","d699mu5wkei-1sxm9poqnupci","Person","Coligny d'Andelot, Charles de (1564-1632)",,,,,,,,,
"agent/FRAN_RI_012-d699mu61021-3vc0k0xfr4ta","d699mu61021-3vc0k0xfr4ta","Person","Coligny d'Andelot, François de (1521-1569)",,,,,,,,,
"agent/FRAN_RI_012-d699mu0iseh--l7yfkhbhdk2v","d699mu0iseh--l7yfkhbhdk2v","Person","Coligny-Saligny, Alexandre Gaspard de (1662-1694)",,,,,,,,,
"agent/FRAN_RI_012-d699mu4uajz-1ay66oweo6y8x","d699mu4uajz-1ay66oweo6y8x","Person","Coligny-Saligny, Gaspard de (16..-16..)",,,,,,,,,
"agent/FRAN_RI_012-d699mu2lmaq-f77rmbbmmxnh","d699mu2lmaq-f77rmbbmmxnh","Person","Coligny-Saligny, Jean de (1617-1686)",,,,,,,,,
"agent/FRAN_RI_012-d699mu5relq-nx9xaqe3z6hm","d699mu5relq-nx9xaqe3z6hm","Person","Colins, Antoine François Gaspard de (16..-1720)",,,,,,,,,
"agent/FRAN_RI_012-d699mu6gfvc--15wzy74la5x8a","d699mu6gfvc--15wzy74la5x8a","Person","Collemont, Madeleine de (....-1655)",,,,,,,,,
"agent/FRAN_RI_012-d-dv4qvw908--17ic7u03uzbsa","d-dv4qvw908--17ic7u03uzbsa","Person","Coma, Ferdinand (1814-1883)","Coma, Pierre Louis Bruno Ferdinand de","1814-07-10","1883-12-23","Né le 07/10/1814 à Foix. Décédé le 23/12/1883 à Peirette d'Escosse. Architecte diocésain. A œuvré à la restauration des cathédrales de Mirepoix, Pamiers.",,"Q26202571",,,
"agent/FRAN_RI_012-d-dv4qvwdwr-1749t6nctd5wv","d-dv4qvwdwr-1749t6nctd5wv","Person","Combes, Louis (1754-1818)",,"1754-01-01","1818-01-01","Né en 1754. Décédé en 1818. Architecte du département de la Gironde. A œuvré à la restauration de la cathédrale de Bordeaux.",,,,,
"agent/FRAN_RI_012-d699mu69tdq-5gwry2y18w0v","d699mu69tdq-5gwry2y18w0v","Person","Combes, Louis-Guy (1758-1818)",,,,,,,,,
"agent/FRAN_RI_012-d699mu0r89a-9zetprq2bwyf","d699mu0r89a-9zetprq2bwyf","Person","Comiti, Joseph (1920-2000)",,,,,,,,,
"agent/FRAN_RI_012-d-dv4qvwjy1--1m0tijku2vk7t","d-dv4qvwjy1--1m0tijku2vk7t","Person","Comoy, Auguste (1813-....)",,"1813-07-06",,"Né le 07/06/1813. Architecte et inspecteur des édifices diocésains. A œuvré à la restauration de la cathédrale de Saint-Claude.",,"Q26202567",,,
"agent/FRAN_RI_012-d-8vnphb2sjc2-7cp7shs39tky","d-8vnphb2sjc2-7cp7shs39tky","Person","Comte, Louise",,,,,,,,,
"agent/FRAN_RI_012-d699mtz9lrj-1u1gtxz5jadrq","d699mtz9lrj-1u1gtxz5jadrq","Person","Condé, Françoise d'Orléans-Longueville (1549-1601 , princesse de)",,,,,,,,,
"agent/FRAN_RI_012-d699mu5w0lf-1fxsgwf4j6mhg","d699mu5w0lf-1fxsgwf4j6mhg","Person","Condé, Henri Ier de Bourbon (1552-1588 , prince de)",,,,,,,,,
"agent/FRAN_RI_012-d699mtz2561--1x7jjhzrsx895","d699mtz2561--1x7jjhzrsx895","Person","Condé, Henri II de Bourbon (1588-1646 , prince de)",,,,,,,,,
"agent/FRAN_RI_012-d699mu3q8xa-1k8c51d3fua4g","d699mu3q8xa-1k8c51d3fua4g","Person","Condé, Henri Jules de Bourbon (1643-1709 , prince de)",,,,,,,,,
"agent/FRAN_RI_012-d699mu4tt4g-10506v9sn472c","d699mu4tt4g-10506v9sn472c","Person","Condé, Louis de Bourbon (1621-1686 , prince de)",,,,,,,,,
"agent/FRAN_RI_012-d699mu3ew34-jnch3lcxf88w","d699mu3ew34-jnch3lcxf88w","Person","Condé, Louis de Bourbon (1668-1710 , prince de)",,,,,,,,,
"agent/FRAN_RI_012-d699mu5qkw3-tdmtbxf1zwvn","d699mu5qkw3-tdmtbxf1zwvn","Person","Congis, Louis Henri de Montigny (1623-1706 , marquis de)",,,,,,,,,
"agent/FRAN_RI_012-d699mu3i3rk--1qbbv2fhk25rc","d699mu3i3rk--1qbbv2fhk25rc","Person","Conrart, Valentin (1603-1675)",,,,,,,,,
"agent/FRAN_RI_012-d699mu5tknb-r839b6yrojqu","d699mu5tknb-r839b6yrojqu","Person","Contant d'Ivry, Pierre (1698-1777)",,,,,,,,,
"agent/FRAN_RI_012-d699mtzlpxs--1ku7jjnrhqv6h","d699mtzlpxs--1ku7jjnrhqv6h","Person","Conti, Armand de Bourbon (1629-1666 , prince de)",,,,,,,,,
"agent/FRAN_RI_012-d699mu3yk0y-1qlpbmmm0s94d","d699mu3yk0y-1qlpbmmm0s94d","Person","Conti, François Louis de Bourbon (1664-1709 , prince de)",,,,,,,,,
"agent/FRAN_RI_012-d699mu4q6e2--1s0flkh4zqhqy","d699mu4q6e2--1s0flkh4zqhqy","Person","Conti, Louise Elisabeth de Bourbon-Condé (1693-1775 , princesse de)",,,,,,,,,
"agent/FRAN_RI_012-d3m0bn3lyop--y02zht23gvh7","d3m0bn3lyop--y02zht23gvh7","Person","Cook, James (1728-1779)","Cook, Capitaine (1728-1779)",,,,,,,,
"agent/FRAN_RI_012-d699mu423l9-2fv0oxiwyov9","d699mu423l9-2fv0oxiwyov9","Person","Copé, Jean-François (1964-....)",,,,,,,,,
"agent/FRAN_RI_012-d-30ylzddmr--ermtx1j53vmg","d-30ylzddmr--ermtx1j53vmg","Person","Coppée, François (1842-1908)","Coppée, Francis Joachim Edouard, dit François","1842-01-26","1908-05-23","Poète parnassien, romancier et auteur dramatique. - Archiviste de la Comédie-Française (1878-1884). - Membre de l'Institut, Académie française (élu en 1884)",,,,,
"agent/FRAN_RI_012-d699mu5zgzm-tgrd9f1jmsto","d699mu5zgzm-tgrd9f1jmsto","Person","Coquard, Antoine (1668-17..)",,,,,,,,,
"agent/FRAN_RI_012-d-dv4qvx1ob--juj6hdzvo6js","d-dv4qvx1ob--juj6hdzvo6js","Person","Coquart, Georges Ernest (1831-1902)",,"1831-09-06","1902-01-01","Né le 09/06/1831 à Paris. Décédé en 1902 à Paris. Architecte diocésain. A œuvré à la restauration de la cathédrale de Laval.","0000000067038987","Q3102074",,,"https://data.bnf.fr/ark:/12148/cb16180462g#about"
"agent/FRAN_RI_012-d699mu2zhgl--1we4xkw51ekpi","d699mu2zhgl--1we4xkw51ekpi","Person","Coquebert de Montbret, Auguste Romain (....-1840)",,,,,,,,,
"agent/FRAN_RI_012-d3m0bn4p3ef-segmr0wi69pd","d3m0bn4p3ef-segmr0wi69pd","Person","Cordier, Robert (16..-167.)",,,,,,,,,
"agent/FRAN_RI_012-d699mu5xtkd-r9a9emyj9v4d","d699mu5xtkd-r9a9emyj9v4d","Person","Corneille, Pierre (16..-1698)",,,,,,,,,
"agent/FRAN_RI_012-d699mu6hj39-tukfkp2bwb5d","d699mu6hj39-tukfkp2bwb5d","Person","Corneille, Pierre (1606-1684)",,,,,,,,,
"agent/FRAN_RI_012-d699mu3awoc--13oyti242l0gn","d699mu3awoc--13oyti242l0gn","Person","Corneille, Thomas (16..-1699)",,,,,,,,,
"agent/FRAN_RI_012-d699mu5rjcv-p6xy1v3ytztk","d699mu5rjcv-p6xy1v3ytztk","Person","Corneille, Thomas (1625-1709)",,,,,,,,,
"agent/FRAN_RI_012-d3m0bn30ytv-1ene4mv3fjm8q","d3m0bn30ytv-1ene4mv3fjm8q","Person","Coronelli, Vincenzo Maria (1650-1718)",,,,,,,,,
"agent/FRAN_RI_012-d-dv4qvxaco-1136jc9qh5fm3","d-dv4qvxaco-1136jc9qh5fm3","Person","Corroyer, Édouard (1835-1904)",,"1835-09-24","1904-01-01","Né le 24/09/1835 à Amiens. Décédé en 1904 à Paris. Architecte diocésain. A œuvré à la restauration de la cathédrale de Soissons.","0000000121331835","Q1287541","https://fr.wikipedia.org/wiki/%C3%89douard_Corroyer",,"https://data.bnf.fr/ark:/12148/cb14976698c#about"
"agent/FRAN_RI_012-d699mtzsym2--1rtv62773p108","d699mtzsym2--1rtv62773p108","Person","Cortesi, Ursule (1638-1718)",,,,,,,,,
"agent/FRAN_RI_012-d-1g70ji7w9au-tphjdo9rqjsx","d-1g70ji7w9au-tphjdo9rqjsx","Person","Corvisart, Jean Nicolas (1755-1821)",,,,,,,,,
"agent/FRAN_RI_012-d-5dupfkoc5xb-41ywizdra72h","d-5dupfkoc5xb-41ywizdra72h","Person","Cossonnet, Pierre Paul",,,,,,,,,
"agent/FRAN_RI_012-d-6qd0x5u6deb-17iniyvdg0y1t","d-6qd0x5u6deb-17iniyvdg0y1t","Person","Coste-Domergue, Jean Marc Augustin",,,,,,,,,
"agent/FRAN_RI_012-d699mu3ger9-115adwzc387h9","d699mu3ger9-115adwzc387h9","Person","Cot, Jean-Pierre (1937-....)",,,,,,,,,
"agent/FRAN_RI_012-d699mtzna6y--o82odchgh06q","d699mtzna6y--o82odchgh06q","Person","Cotin, Charles (1604 ?-1682 ?)",,,,,,,,,
"agent/FRAN_RI_012-d699mu5mgbx-1orgeio1qxj8o","d699mu5mgbx-1orgeio1qxj8o","Person","Cotte, Robert de (1656-1735)",,,,,,,,,
"agent/FRAN_RI_012-d-dv4qvxhip-1afhgyojr4fj1","d-dv4qvxhip-1afhgyojr4fj1","Person","Cottin",,,,"Architecte du département de la Corse. A œuvré à la restauration de la cathédrale d'Ajaccio.",,"Q21559295",,,
"agent/FRAN_RI_012-d699mu0a8zc--1ulcap6pdyetv","d699mu0a8zc--1ulcap6pdyetv","Person","Coty, René (1882-1962)",,,,,,,,"050284",
"agent/FRAN_RI_012-d699mu24yid--1kj11u2j1upyn","d699mu24yid--1kj11u2j1upyn","Person","Coulanges, Christophe de (1607-1687)",,,,,,,,,
"agent/FRAN_RI_012-d699mu51itz--yu36qhj5e3q0","d699mu51itz--yu36qhj5e3q0","Person","Coulanges, Philippe Emmanuel (1633 ?-1716)",,,,,,,,,
"agent/FRAN_RI_012-d699mu5h5dq--12dr42awdomx6","d699mu5h5dq--12dr42awdomx6","Person","Couperin, Charles (1638-1679)",,,,,,,,,
"agent/FRAN_RI_012-d699mu03lay--zx82n62q6wzt","d699mu03lay--zx82n62q6wzt","Person","Courant, Pierre (1897-1965)",,,,,,,,,
"agent/FRAN_RI_012-d699mtz80pu-1jwd37g2g40pk","d699mtz80pu-1jwd37g2g40pk","Person","Courbon, Sophie Jacques (1749-1794 , marquis de)",,,,,,,,,
"agent/FRAN_RI_012-d699mu589og--11914hq1azy8v","d699mu589og--11914hq1azy8v","Person","Courbon-Blenac, Marie Thérèse de (1754-1796)",,,,,,,,,
"agent/FRAN_RI_012-d699mu4qntl--bllxg09z1csb","d699mu4qntl--bllxg09z1csb","Person","Courcillon, Louis de (1643-1723)",,,,,,,,,
"agent/FRAN_RI_012-d699mu3edgt-1iz7qwfr48ass","d699mu3edgt-1iz7qwfr48ass","Person","Courcillon, Philippe de (1638-1720)",,,,,,,,,
"agent/FRAN_RI_012-d699mu3z28z-1i2ty6janys97","d699mu3z28z-1i2ty6janys97","Person","Courrière, Raymond (1932-2006)",,,,,,,,,
"agent/FRAN_RI_012-d699mu0xi2i--m3fm9qbo8j8z","d699mu0xi2i--m3fm9qbo8j8z","Person","Courtin, Honoré (1626-1703)",,,,,,,,,
"agent/FRAN_RI_012-d699mu61jv4--192ve1b10u2y4","d699mu61jv4--192ve1b10u2y4","Person","Courty de Romange, Jean-Baptiste Joseph (1734-1824)",,,,,,,,,
"agent/FRAN_RI_012-d699mu55wi6--o284p4yovu8y","d699mu55wi6--o284p4yovu8y","Person","Courty de Romange, Marie Anne Charlotte (1770 ?-1862)",,,,,,,,,
"agent/FRAN_RI_012-d699mu0o2k5--qbyr0y300lve","d699mu0o2k5--qbyr0y300lve","Person","Cousinet, Jérôme (16.. ?-1670)",,,,,,,,,
"agent/FRAN_RI_012-d699mu000y4--17npokoiqr10f","d699mu000y4--17npokoiqr10f","Person","Cousteau, Jacques-Yves (1910-1997)","Cousteau, Commandant (1910-1997)",,,,,,,,
"agent/FRAN_RI_012-d699mu3v6el-1l7rtv0r9bcnw","d699mu3v6el-1l7rtv0r9bcnw","Person","Coustou, Charles Pierre (1721-1797)",,,,,,,,,
"agent/FRAN_RI_012-d699mu2jqy8--wq59e38ljgu0","d699mu2jqy8--wq59e38ljgu0","Person","Coustou, Guillaume (1716-1777)",,,,,,,,,
"agent/FRAN_RI_012-d699mtzhbh2--14pigdg9xh1bn","d699mtzhbh2--14pigdg9xh1bn","Person","Coypel, Antoine (1661-1722)",,,,,,,,,
"agent/FRAN_RI_012-d699mu0trdi--13c8w3kv7m5pp","d699mu0trdi--13c8w3kv7m5pp","Person","Coysevox, Antoine (1640-1720)",,,,,,,,,
"agent/FRAN_RI_012-d699mu1tkvo-1vewj018ho04a","d699mu1tkvo-1vewj018ho04a","Person","Crébillon, Claude Prosper Jolyot de (1707-1777)",,,,,,,,,
"agent/FRAN_RI_012-d699mu0vc0y--9jt06a8uy08f","d699mu0vc0y--9jt06a8uy08f","Person","Crépeau, Michel (1930-1999)",,,,,,,,,
"agent/FRAN_RI_012-d699mu60uwm-s9pqe8p4rj8s","d699mu60uwm-s9pqe8p4rj8s","Person","Créquy, Charles de (15..-1630)",,,,,,,,,
"agent/FRAN_RI_012-d699mu619yk--1iic7ydzdg7rz","d699mu619yk--1iic7ydzdg7rz","Person","Créquy, François de Blanchefort de Bonne (1624-1687 , maréchal de)",,,,,,,,,
"agent/FRAN_RI_012-d699mu1skfl-1e6gyejku84zd","d699mu1skfl-1e6gyejku84zd","Person","Créquy, Françoise de (159.-1656)",,,,,,,,,
"agent/FRAN_RI_012-d699mu2ctda-152posab2feuu","d699mu2ctda-152posab2feuu","Person","Créquy, François Joseph de (1662-1702)",,,,,,,,,
"agent/FRAN_RI_012-d699mu65xxk--1ivrvuipwddby","d699mu65xxk--1ivrvuipwddby","Person","Cresson, Edith (1934-....)",,,,,,,,,
"agent/FRAN_RI_012-d-dv4qvxvh6-43wik7tdyjv2","d-dv4qvxvh6-43wik7tdyjv2","Person","Crétin, Gabriel (1812-1883)",,"1812-08-22","1883-07-09","Né le 22/08/1812 à Montmélian. Décédé en 07/09/1883. Architecte diocésain. A œuvré à la restauration de la cathédrale de Bayeux.","0000000069539726","Q26202578",,,"https://data.bnf.fr/ark:/12148/cb14884710z#about"
"agent/FRAN_RI_012-d699mu6di3f-fpkqqwri8cc0","d699mu6di3f-fpkqqwri8cc0","Person","Crevant, Louis de (1565 ?-1648)",,,,,,,,,
"agent/FRAN_RI_012-d699mu017qe--1m0wwueseglb2","d699mu017qe--1m0wwueseglb2","Person","Croizat, Ambroise (1901-1951)",,,,,,,,,
"agent/FRAN_RI_012-d699mu34v6m--4vwcvoinlsxf","d699mu34v6m--4vwcvoinlsxf","Person","Crussol, Alexandre Charles Emmanuel de (1743-1815)",,,,,,,,,
"agent/FRAN_RI_012-d699mu68uio-7uwt0y6doufx","d699mu68uio-7uwt0y6doufx","Person","Crussol, Antoine de (1528-1573)",,,,,,,,,
"agent/FRAN_RI_012-d699mu2kfig--18yzc45tig88a","d699mu2kfig--18yzc45tig88a","Person","Crussol d'Uzès, Amable Antoine Jacques Emmanuel de (1840-1878)",,,,,,,,,
"agent/FRAN_RI_012-d699mu4poyj--2s74yarqyrjc","d699mu4poyj--2s74yarqyrjc","Person","Culhât de Coreil, Jacques Philippe (1762-1833)",,,,,,,,,
"agent/FRAN_RI_012-d699mu3sa7q-uuugteqzfs5b","d699mu3sa7q-uuugteqzfs5b","Person","Culhât de Coreil, Rosalie Palmyre (....-18..)",,,,,,,,,
"agent/FRAN_RI_012-d699mu4j97e-tj5q2zqx1e0h","d699mu4j97e-tj5q2zqx1e0h","Person","Curiel, Henry (1914-1978)",,,,,,,,,
"agent/FRAN_RI_012-d699mu6gl0q-yn4pz04s3t4u","d699mu6gl0q-yn4pz04s3t4u","Person","Curien, Hubert (1924-2005)",,,,,,,,,
"agent/FRAN_RI_012-d-9xzm06jvn-1tjx47qp3id6v","d-9xzm06jvn-1tjx47qp3id6v","Person","Custine, Adam Philippe de (1740-1793)","Custine, Comte de (1740-1793) | Custine, Général (1740-1793)","1740-02-04","1793-08-28","Adam Philippe, comte de Custine, né le 4 février 1740 à Metz et guillotiné le 28 août 1793 à Paris. Général de la Révolution française, député de la noblesse de Metz aux États généraux de 1789. ll est le père de Armand-Louis-Philippe de Custine et le grand-père d’Astolphe de Custine.","0000000110690445",,,,
"agent/FRAN_RI_012-d699mu3bg36--1tm96d4euhvyu","d699mu3bg36--1tm96d4euhvyu","Person","Cyrano de Bergerac, Savinien de (1619-1655)",,,,,,,,,
"agent/FRAN_RI_012-d699mu5b91f--1a51vuopfvfud","d699mu5b91f--1a51vuopfvfud","Person","Cyrano de Mauvières, Abel (1624 ?-1688 ?)",,,,,,,,,
"agent/FRAN_RI_012-d699mu1opry-rzbx4l8dwinr","d699mu1opry-rzbx4l8dwinr","Person","Daladier, Edouard (1884-1970)",,,,,,,,"050306",
"agent/FRAN_RI_012-d-1vju5o883--1sta0xk5wklxq","d-1vju5o883--1sta0xk5wklxq","Person","Dalloz, Édouard (1826-1886)",,"1826-03-24","1886-11-15","Homme politique, avocat. Député, président du conseil général du Jura. Fils du jurisconsulte Désiré Dalloz.",,,,,
"agent/FRAN_RI_012-d-dv4qvy5nu-16cewquds7mwb","d-dv4qvy5nu-16cewquds7mwb","Person","Dalloz, Emmanuel Germain (1798-18..)",,"1798-01-01",,"Né en 1798 à Septmoncel. A œuvré à la restauration de la cathédrale de Saint-Claude, architecte.",,,,,
"agent/FRAN_RI_012-d-dv4qvyaxy--14fw6qbppofmp","d-dv4qvyaxy--14fw6qbppofmp","Person","Daly, César (1811-1894)",,"1811-07-17","1894-11-01","Né le 17/07/1811 à Verdun. Décédé le 11/01/1894 à Wissous. Architecte diocésain. A œuvré à la restauration de la cathédrale d'Albi.","0000000066416536","Q3010441","https://fr.wikipedia.org/wiki/C%C3%A9sar_Daly",,"https://data.bnf.fr/ark:/12148/cb118985047#about"
"agent/FRAN_RI_012-d-dv4qvygln--14j1fp3yhvv6v","d-dv4qvygln--14j1fp3yhvv6v","Person","Damars",,,,"Architecte de la ville de Chartres et du département d'Eure-et-Loir. A œuvré à la restauration de la cathédrale de Chartres.",,,,,
"agent/FRAN_RI_012-d699mu5uhxa-182ifg76m8q0n","d699mu5uhxa-182ifg76m8q0n","Person","Damas, Claude Charles de (1731-1800 ?)",,,,,,,,,
"agent/FRAN_RI_012-d699mu4lz22--12jo5v9eni91a","d699mu4lz22--12jo5v9eni91a","Person","Damesme, Louis Emmanuel Aimé (1757-1822)",,,,,,,,,
"agent/FRAN_RI_012-d699mtzmign--1ofuqe1ql9319","d699mtzmign--1ofuqe1ql9319","Person","Dancourt (1661-1725)",,,,,,,,,
"agent/FRAN_RI_012-d3m0bn4wfmt--e1bd9wq6z5qy","d3m0bn4wfmt--e1bd9wq6z5qy","Person","Danet, Guillaume (1670 ?-1732)",,,,,,,,,
"agent/FRAN_RI_012-d-dv4qvyrjh-kr6aovrm28i","d-dv4qvyrjh-kr6aovrm28i","Person","Danjoy, Édouard (1838-1905)",,"1838-07-19","1905-05-23","Né le 19/07/1838 à Paris. Décédé le 23/05/1905 à Paris. Architecte diocésain. A œuvré à la restauration des cathédrales d'Avignon, Bordeaux, Metz, Orléans, Tulle.","0000000000995635","Q21600904","https://fr.wikipedia.org/wiki/Edouard_Danjoy",,"https://data.bnf.fr/ark:/12148/cb14007013r#about"
